,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,20724,26.677601393636067,17.936238610839844,0.0,1.0105810165405273,0.39683997631073
1,1,0,41456,16.785975252278647,16.787798828125,0.0,1.1694363355636597,0.46206361055374146
2,2,0,62211,15.834294307454426,16.547121496582033,0.0,1.2971996068954468,0.5177000164985657
3,3,0,82864,15.314718503824869,15.864350891113281,0.0,1.4054856300354004,0.5667169690132141
4,4,0,103523,14.845049629720052,15.542394604492188,0.0,1.4968661069869995,0.613427460193634
5,5,0,124088,14.624387603759766,15.587819091796876,0.0,1.5811938047409058,0.6678612232208252
6,6,0,144762,14.437660721842448,15.79016444091797,0.0,1.6592975854873657,0.7114574909210205
7,7,0,165584,14.29102188313802,15.093277001953124,0.0,1.7428852319717407,0.7621725797653198
8,8,0,186280,14.228694942220052,15.430259924316406,0.0,1.8279937505722046,0.7945169806480408
9,9,0,206900,14.039011875406901,15.039176440429687,0.0,1.9038623571395874,0.8290587663650513
10,10,0,227657,13.902285540771484,14.727607348632812,0.0,1.9787276983261108,0.8758525848388672
11,11,0,248284,13.857676930745443,14.880339868164063,0.0,2.046976089477539,0.9113748669624329
12,12,0,268934,13.748492431640624,14.416954541015626,0.0,2.1143128871917725,0.9506382346153259
13,13,0,289706,13.66847631632487,14.466450170898437,0.0,2.176217555999756,0.9943346977233887
14,14,0,310492,13.572163389078776,14.889294519042968,0.0,2.2390105724334717,1.0288677215576172
15,15,0,331275,13.539843332926432,14.322468969726563,0.0,2.3014886379241943,1.06452214717865
16,16,0,351987,13.562434403483072,14.612693017578126,0.0,2.3662517070770264,1.1014105081558228
17,17,0,372651,13.416700447591145,14.12205302734375,0.0,2.4188594818115234,1.144892930984497
18,18,0,393370,13.320018501790365,14.176389514160157,0.0,2.4786717891693115,1.1823225021362305
19,19,0,414046,13.39123139444987,14.17221826171875,0.0,2.5315582752227783,1.219208836555481
20,20,0,434773,13.200983996582032,14.392501135253907,0.0,2.5829410552978516,1.248989224433899
21,21,0,455423,13.244812817382812,14.421707690429688,0.0,2.6337215900421143,1.2897675037384033
22,22,0,476082,13.2173326558431,14.27939052734375,0.0,2.685760974884033,1.3238309621810913
23,23,0,496720,13.140979770914713,13.89219248046875,0.0,2.730217218399048,1.3545448780059814
24,24,0,517367,13.185401580810547,14.030013806152343,0.0,2.7801852226257324,1.3821569681167603
25,25,0,538061,13.075967100016276,14.406631591796875,0.0,2.8273513317108154,1.4101561307907104
26,26,0,558727,13.079453403727214,13.98760692138672,0.0,2.87463641166687,1.4421262741088867
27,27,0,579462,13.002688401285807,13.814134436035156,0.0,2.9203176498413086,1.4753957986831665
28,28,0,600160,13.025921610514322,13.95760361328125,0.0,2.9680354595184326,1.5061830282211304
29,29,0,620800,12.994875944010417,13.755298840332031,0.0,3.012295961380005,1.538627028465271
30,30,0,641601,12.979979744466146,14.132792687988282,0.0,3.0547454357147217,1.5634368658065796
31,31,0,662307,12.990707177734375,13.940335266113282,0.0,3.0985190868377686,1.5937998294830322
32,32,0,682992,13.027928564453125,14.33201259765625,0.0,3.1461868286132812,1.6218725442886353
33,33,0,703817,12.961004374186198,13.90992413330078,0.0,3.184767723083496,1.651831030845642
34,34,0,724499,12.933331764729818,13.882529760742187,0.0,3.224717855453491,1.6809275150299072
35,35,0,745238,12.830304290771485,13.820023852539062,0.0,3.2561256885528564,1.7101967334747314
36,36,0,765902,12.874183072916667,13.740766040039063,0.0,3.2932450771331787,1.738617181777954
37,37,0,786855,12.81021709391276,13.974506225585937,0.0,3.333407163619995,1.7648204565048218
38,38,0,807514,12.791301658121744,13.992570739746094,0.0,3.367677688598633,1.7873249053955078
