,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,20196,48.27308623860677,27.766971826171876,0.0,0.0,0.0
1,1,0,40293,24.547280198160806,21.285205151367187,0.0,0.0,0.0
2,2,0,60463,20.772378434244793,19.40272890625,0.0,0.0,0.0
3,3,0,80490,19.273011787923178,18.844402734375,0.0,0.0,0.0
4,4,0,100453,18.118619759114583,17.048612866210938,0.0,0.0,0.0
5,5,0,120490,17.501816536458332,16.73510751953125,0.0,0.0,0.0
6,6,0,140360,16.901472314453127,16.284808129882812,0.0,0.0,0.0
7,7,0,160411,16.49779394938151,15.963267517089843,0.0,0.0,0.0
8,8,0,180270,16.198373384602863,15.688306774902344,0.0,0.0,0.0
9,9,0,200210,15.897932527669271,15.222209594726563,0.0,0.0,0.0
10,10,0,220023,15.488092095947266,14.89367666015625,0.0,0.0,0.0
11,11,0,239886,15.292048040771485,14.775434301757812,0.0,0.0,0.0
12,12,0,259913,15.15363184000651,16.10383819580078,0.0,0.0,0.0
13,13,0,279708,14.915019376627605,14.319846826171876,0.0,0.0,0.0
14,14,0,299459,14.814594144694011,14.291796411132813,0.0,0.0,0.0
15,15,0,319452,14.588962959798177,14.153354089355469,0.0,0.0,0.0
16,16,0,339232,14.454738016764322,13.822348889160157,0.0,0.0,0.0
17,17,0,359062,14.343401993815105,13.784310681152343,0.0,0.0,0.0
18,18,0,378895,14.180444256591796,13.867669091796875,0.0,0.0,0.0
19,19,0,398804,14.195694565836588,13.53193057861328,0.0,0.0,0.0
20,20,0,418633,13.99423437906901,13.879603125,0.0,0.0,0.0
21,21,0,438481,13.953043084716796,13.336974011230469,0.0,0.0,0.0
22,22,0,458321,13.906097998046874,13.360912719726562,0.0,0.0,0.0
23,23,0,478151,13.903542154947917,13.605276403808594,0.0,0.0,0.0
24,24,0,497932,13.766931848144532,13.24352109375,0.0,0.0,0.0
25,25,0,517731,13.685743068440756,13.088715832519531,0.0,0.0,0.0
26,26,0,537535,13.645683247884115,13.199864526367188,0.0,0.0,0.0
27,27,0,557267,13.579484096272786,13.151926818847656,0.0,0.0,0.0
28,28,0,577035,13.510553517659504,13.265806481933593,0.0,0.0,0.0
29,29,0,596909,13.600157059733073,13.137510278320313,0.0,0.0,0.0
30,30,0,616780,13.507057108561199,12.913638806152344,0.0,0.0,0.0
31,31,0,636673,13.43829692179362,12.958086865234375,0.0,0.0,0.0
32,32,0,656457,13.378827264404297,13.368413317871093,0.0,0.0,0.0
33,33,0,676257,13.440675431315103,12.935199938964844,0.0,0.0,0.0
34,34,0,695979,13.376301619466146,12.962332543945312,0.0,0.0,0.0
35,35,0,715757,13.315663885498047,13.293334436035156,0.0,0.0,0.0
36,36,0,735562,13.33511060587565,12.869057916259766,0.0,0.0,0.0
37,37,0,755373,13.232028845214844,13.340105993652344,0.0,0.0,0.0
38,38,0,775090,13.27113350016276,12.78349228515625,0.0,0.0,0.0
39,39,0,794862,13.290971482340495,13.146623608398437,0.0,0.0,0.0
40,40,0,814622,13.203269852701823,12.791706842041016,0.0,0.0,0.0
41,41,0,834381,13.305610516357422,12.602602111816406,0.0,0.0,0.0
42,42,0,854162,13.175762780761719,12.670317846679687,0.0,0.0,0.0
43,43,0,873873,13.195430452473959,12.608815515136719,0.0,0.0,0.0
44,44,0,893513,13.103749448649088,12.840928698730469,0.0,0.0,0.0
45,45,0,913333,13.035692439778646,12.534695727539063,0.0,0.0,0.0
46,46,0,932997,13.137728694661458,12.777039025878906,0.0,0.0,0.0
47,47,0,952843,13.080235457356771,12.861196398925781,0.0,0.0,0.0
48,48,0,972657,13.084466404215496,12.700691345214844,0.0,0.0,0.0
49,49,0,992411,12.99872411295573,12.919341857910156,0.0,0.0,0.0
50,50,0,1012199,12.986793290201822,12.633907513427735,0.0,0.0,0.0
51,51,0,1032046,12.959233577473958,12.76508603515625,0.0,0.0,0.0
52,52,0,1051877,13.117199770100912,13.019168774414062,0.0,0.0,0.0
53,53,0,1071687,12.947478330485026,12.703798974609375,0.0,0.0,0.0
54,54,0,1091589,13.000262843831381,12.440558489990234,0.0,0.0,0.0
55,55,0,1111394,12.992842594401042,13.040895568847656,0.0,0.0,0.0
56,56,0,1131147,12.937244179280599,12.374951007080078,0.0,0.0,0.0
57,57,0,1150972,12.936478304036457,12.70164805908203,0.0,0.0,0.0
58,58,0,1170704,12.82360292154948,12.387198840332031,0.0,0.0,0.0
59,59,0,1190444,12.861432466634115,12.626183813476562,0.0,0.0,0.0
60,60,0,1210402,12.894509885660808,12.496370831298828,0.0,0.0,0.0
61,61,0,1230145,12.839550830078124,12.424332092285157,0.0,0.0,0.0
62,62,0,1249961,12.937877221679688,12.511831384277343,0.0,0.0,0.0
63,63,0,1269756,12.838754667154948,12.311843878173828,0.0,0.0,0.0
64,64,0,1289516,12.827673215738931,12.553545050048829,0.0,0.0,0.0
65,65,0,1309276,12.923894024658203,12.419972576904296,0.0,0.0,0.0
66,66,0,1329198,12.780871392822265,12.431637725830079,0.0,0.0,0.0
67,67,0,1349462,12.866462231445313,12.380160205078125,0.0,0.0,0.0
68,68,0,1369309,12.73391353556315,12.471441479492187,0.0,0.0,0.0
69,69,0,1389132,12.870408601888021,12.698487182617187,0.0,0.0,0.0
70,70,0,1408911,12.782323264567058,12.233640911865235,0.0,0.0,0.0
