,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm_over_biasnorm
0,0,0,60184,1.4788697262850674,1.3116756664276124,0.5064,0
1,1,0,120562,1.206878007923473,1.175544139289856,0.608,0
2,2,0,180791,1.0956939171530984,1.0410793437957764,0.6884,0
3,3,0,240926,1.022334655900435,0.9940134349822998,0.7042,0
4,4,0,301100,0.9732952711625533,0.9634061191558838,0.7304,0
5,5,0,361263,0.9371505867697976,0.931905924987793,0.7502,0
6,6,0,421690,0.9129112203424627,0.9132038101196289,0.7594,0
7,7,0,482078,0.8917363437999378,0.8932383718490601,0.775,0
8,8,0,542227,0.8745196194735441,0.8737556619644165,0.7814,0
9,9,0,602437,0.8564272477583452,0.8629973987579346,0.7944,0
10,10,0,662993,0.8465494074041193,0.8526724593162537,0.7936,0
11,11,0,723373,0.8348309248490767,0.840734224319458,0.8014,0
12,12,0,783585,0.8227818922563033,0.8162574373245239,0.82,0
13,13,0,843776,0.8121680636319247,0.8263108074188232,0.8126,0
14,14,0,904157,0.8029880143599076,0.8268230628013611,0.8102,0
15,15,0,964347,0.7944945724487305,0.8130514532089234,0.8186,0
16,16,0,1024514,0.7848571752374822,0.802630909538269,0.8264,0
17,17,0,1084885,0.7739263591419566,0.8008401378631592,0.8246,0
18,18,0,1145105,0.7705837757457387,0.7825228977203369,0.8388,0
19,19,0,1205482,0.7611086267644709,0.8031111494064331,0.8344,0
20,20,0,1265836,0.7517829951893199,0.7851757396697998,0.8366,0
21,21,0,1326040,0.7456214625965465,0.7714043154716491,0.8424,0
22,22,0,1386216,0.7417819478815252,0.7641889724731445,0.8444,0
23,23,0,1446589,0.7352944544011897,0.7613496437072754,0.8486,0
24,24,0,1506986,0.7279553459861062,0.7720661083221435,0.845,0
25,25,0,1567159,0.7215458924727006,0.7586782758712769,0.851,0
26,26,0,1627368,0.7148863095370206,0.7574528237342835,0.8548,0
27,27,0,1687716,0.7094305578751997,0.7506315237045288,0.8564,0
28,28,0,1748907,0.7055454412286932,0.7424703372001648,0.8632,0
29,29,0,1809100,0.6983305855490944,0.7456326375961304,0.8584,0
30,30,0,1869491,0.6970873544866388,0.7454203172683715,0.8604,0
31,31,0,1929655,0.6919149064497514,0.7448923179626464,0.8584,0
32,32,0,1989823,0.6853229041359641,0.7283717849731445,0.8656,0
33,33,0,2050220,0.6795924223466353,0.7317913396835327,0.8664,0
34,34,0,2110386,0.6779636381669478,0.7263544317245484,0.866,0
35,35,0,2170606,0.6735055755615235,0.725134167766571,0.8708,0
36,36,0,2230934,0.6704029873934659,0.7212223560333252,0.8742,0
37,37,0,2291357,0.6663461715698242,0.7124161697387695,0.8764,0
38,38,0,2351730,0.6609126184636896,0.7303313563346863,0.8616,0
39,39,0,2411960,0.6595077643654563,0.7333218814849853,0.8654,0
40,40,0,2472340,0.6586379503423517,0.7193299366950989,0.876,0
41,41,0,2532523,0.6538191741943359,0.7250629567146302,0.867,0
42,42,0,2592852,0.6497940747347745,0.7331497623443604,0.8646,0
43,43,0,2653065,0.6487196112892845,0.7290084572792053,0.8678,0
44,44,0,2713468,0.6447002301302823,0.7101581851005554,0.8744,0
45,45,0,2773651,0.6414799996115944,0.7125479574203492,0.8792,0
46,46,0,2834011,0.6411282324357467,0.706839732837677,0.8824,0
47,47,0,2894343,0.6389006938587536,0.7002112535476684,0.882,0
48,48,0,2954343,0.6354753526167436,0.7178013792991638,0.877,0
49,49,0,3014527,0.6332954422690652,0.7027081251144409,0.884,0
50,50,0,3074768,0.6306079016945579,0.7000208332061768,0.884,0
51,51,0,3134900,0.6298457175514914,0.710342184638977,0.8768,0
52,52,0,3195074,0.6261172176014294,0.7028943030357361,0.8808,0
53,53,0,3255257,0.6236889699068936,0.6986147433280945,0.8866,0
54,54,0,3315457,0.621829840781472,0.6940215202331543,0.887,0
55,55,0,3375646,0.618963142117587,0.6925546298980713,0.8882,0
56,56,0,3435836,0.6173582853837447,0.7012790272712708,0.8812,0
57,57,0,3496004,0.6199361978704279,0.7002276418685913,0.8866,0
58,58,0,3556215,0.6172750599254261,0.6904387013435364,0.886,0
59,59,0,3616550,0.6124057861328125,0.7008481741905213,0.8798,0
60,60,0,3676753,0.6118521997625177,0.6937938724517823,0.8852,0
61,61,0,3737128,0.6111874980579723,0.7011218997001648,0.8822,0
62,62,0,3797930,0.6095139662309127,0.6926462482452392,0.889,0
63,63,0,3858329,0.6097923362731934,0.6905777698516846,0.8888,0
64,64,0,3918484,0.6056141079989347,0.7040793426513672,0.8882,0
65,65,0,3978673,0.6058720212069425,0.699355652809143,0.8836,0
66,66,0,4038830,0.6016341867620295,0.6860002889633179,0.8884,0
67,67,0,4099074,0.602491370045055,0.6956855821609497,0.8892,0
68,68,0,4159430,0.600228215304288,0.6942356883049011,0.888,0
69,69,0,4219827,0.598034230596369,0.6903916053771972,0.885,0
70,70,0,4280774,0.5988781410217285,0.6993165169715881,0.883,0
71,71,0,4340949,0.5983022083629261,0.6899472723007202,0.887,0
72,72,0,4401361,0.594672333318537,0.6886743850708008,0.889,0
73,73,0,4461698,0.5952511116027832,0.6950214282035828,0.8854,0
74,74,0,4522078,0.594122963922674,0.6987995044708252,0.8884,0
75,75,0,4582297,0.5929485911976208,0.7012081541061401,0.8798,0
76,76,0,4642906,0.5908862562699752,0.7007843601226806,0.8786,0
77,77,0,4703104,0.590866039206765,0.6871234200477601,0.8844,0
78,78,0,4763636,0.5891873410311612,0.6879035745620727,0.8862,0
79,79,0,4823890,0.5887808278864081,0.6924834447860718,0.8854,0
80,80,0,4884384,0.5889643350774592,0.688133361339569,0.888,0
81,81,0,4944563,0.5876479172446512,0.6855422393798828,0.8916,0
82,82,0,5004772,0.5840120835737749,0.6992889255523682,0.8858,0
83,83,0,5064951,0.5853030721491034,0.6862973831176757,0.8926,0
84,84,0,5125506,0.5837022427645596,0.692060668182373,0.888,0
85,85,0,5185716,0.5827458043185147,0.6883718964576722,0.89,0
86,86,0,5246277,0.5807970538052646,0.6799697694778443,0.8912,0
87,87,0,5306454,0.5823521659851074,0.7033651242256165,0.8826,0
88,88,0,5366848,0.5817241013960405,0.6883980257034302,0.8872,0
89,89,0,5427456,0.579858690920743,0.6842329789161682,0.8916,0
90,90,0,5487803,0.5788242534984241,0.6790264879226685,0.8922,0
91,91,0,5548268,0.5775288074146617,0.679596140575409,0.895,0
92,92,0,5608617,0.5787908459750088,0.7008578284263611,0.8846,0
93,93,0,5668802,0.5766315899935636,0.6824380578994751,0.8952,0
94,94,0,5728969,0.5769165725708008,0.6851489315986633,0.8944,0
95,95,0,5789323,0.5752980898770419,0.6917258542060852,0.8874,0
96,96,0,5849577,0.5730666192488237,0.6818432033538818,0.8906,0
97,97,0,5909745,0.5724663326610219,0.6846341171264648,0.8946,0
98,98,0,5969943,0.5747338626514782,0.6770746963500976,0.8994,0
99,99,0,6030514,0.5714252904718572,0.682254659461975,0.8872,0
100,100,0,6090695,0.5716791919361461,0.6792934250831604,0.897,0
101,101,0,6151064,0.5713327330155806,0.6782156522750854,0.8942,0
102,102,0,6211445,0.5721817244096236,0.6818960610389709,0.8934,0
103,103,0,6271633,0.5697678282304244,0.6814008245468139,0.8922,0
104,104,0,6331961,0.5682086534673517,0.677292698097229,0.8946,0
105,105,0,6392168,0.5692732358065519,0.685205242061615,0.8914,0
106,106,0,6452578,0.5695138208562678,0.6831912511825562,0.8924,0
107,107,0,6512755,0.5661352463462136,0.6916412887573242,0.8916,0
108,108,0,6573157,0.5688240112998268,0.6869889404296875,0.8858,0
109,109,0,6633471,0.5682146118164062,0.6849291004180909,0.8898,0
110,110,0,6738048,0.5676732523831454,0.684628842163086,0.8936,0
111,111,0,6798258,0.5656372530850498,0.6731402536392211,0.8974,0
112,112,0,6858403,0.5674965419422496,0.6778694274902344,0.8964,0
113,113,0,6920040,0.5673354747425426,0.6745893724441528,0.898,0
114,114,0,6980203,0.5653665320656517,0.6801316782951355,0.8958,0
115,115,0,7040347,0.5639618655118075,0.6790484683990479,0.8956,0
116,116,0,7100766,0.5644194729891691,0.6883320518493652,0.884,0
117,117,0,7161130,0.5632048898176714,0.6833239322662353,0.889,0
118,118,0,7221753,0.5628627781261097,0.6755630037307739,0.8982,0
119,119,0,7282526,0.5627717547329989,0.6800563960075379,0.898,0
120,120,0,7343161,0.5628060890891335,0.6787848997116089,0.8964,0
121,121,0,7403858,0.5630422652504661,0.6936878529548645,0.8892,0
122,122,0,7464271,0.5622569190285422,0.6865188310623169,0.8948,0
123,123,0,7524635,0.5607111464066938,0.6733051677703857,0.9016,0
124,124,0,7584983,0.559759709444913,0.6740275661468506,0.8976,0
125,125,0,7645182,0.5590397683577104,0.6876386901855469,0.8914,0
126,126,0,7705377,0.5569927572076971,0.6821924437522888,0.8916,0
127,127,0,7765819,0.5591198191556064,0.6711267393112182,0.8976,0
128,128,0,7826158,0.5589017743197354,0.6789010677337647,0.8998,0
129,129,0,7886697,0.557675810102983,0.6848240749359131,0.891,0
130,130,0,7946942,0.5577956559614702,0.6918539395332336,0.8904,0
131,131,0,8007271,0.5591336963306773,0.6853607381820679,0.8924,0
132,132,0,8067680,0.5580540429548784,0.6957143132209778,0.8914,0
133,133,0,8128281,0.5586154836481267,0.6961866340637207,0.8886,0
134,134,0,8188664,0.5556468867908825,0.6814070612907409,0.8936,0
135,135,0,8249023,0.5551385597922586,0.686722209739685,0.8914,0
136,136,0,8309372,0.5578819893576882,0.6787368180274963,0.8952,0
137,137,0,8369772,0.5565344938798384,0.6768010679244996,0.898,0
138,138,0,8430286,0.5550697492426092,0.6836107233047485,0.8918,0
139,139,0,8490773,0.5564214845137163,0.6835124193191529,0.8922,0
140,140,0,8551137,0.5560631754788485,0.6814804782867432,0.8926,0
141,141,0,8613137,0.5537779124866833,0.6822199802398682,0.8956,0
142,142,0,8675642,0.5562415944879705,0.6820335334777832,0.8954,0
143,143,0,8738420,0.5532217444679954,0.688179648399353,0.8952,0
144,144,0,8817721,0.5555427208640359,0.6830680632591247,0.8898,0
145,145,0,8895075,0.5558586269031871,0.6897686096191407,0.8918,0
146,146,0,8972235,0.5527884255149148,0.6760870855331421,0.8946,0
147,147,0,9052198,0.5527682507601651,0.6799149005889893,0.894,0
148,148,0,9132777,0.5543605986855247,0.6773325681686402,0.8944,0
149,149,0,9212766,0.5525982776988636,0.6841180597305297,0.8934,0
150,150,0,9292659,0.5516480938998136,0.6812959764480591,0.8958,0
151,151,0,9374393,0.5520079309636896,0.6770896892547608,0.896,0
152,152,0,9453282,0.5509146570379084,0.6829824255943299,0.892,0
153,153,0,9531877,0.5523245577725497,0.6795663515090943,0.8968,0
154,154,0,9611108,0.5506796689120206,0.6784039488792419,0.892,0
155,155,0,9690279,0.5509228533658115,0.673786318397522,0.8962,0
156,156,0,9769609,0.5493081198952415,0.6832609203338623,0.894,0
157,157,0,9848631,0.5524426963806153,0.6817117277145386,0.8946,0
158,158,0,9927300,0.5480642313176936,0.6748307759284973,0.8974,0
159,159,0,10006378,0.5496129898071289,0.6782296553611755,0.8998,0
160,160,0,10085371,0.5500118415138938,0.6754398223876953,0.8998,0
161,161,0,10163754,0.5496708204096014,0.6792187456130981,0.8948,0
162,162,0,10243349,0.549482677043568,0.6742931458473206,0.8974,0
163,163,0,10322585,0.5478423952276057,0.6903495663642883,0.889,0
164,164,0,10401879,0.5493511058460583,0.6824826572418213,0.8928,0
165,165,0,10481241,0.5486771201393821,0.6759705788612366,0.8998,0
166,166,0,10560690,0.548454817685214,0.6754871942520142,0.8988,0
167,167,0,10638820,0.5464260164434259,0.6786359259605408,0.8976,0
168,168,0,10718177,0.5469247961564497,0.6850547344207764,0.8928,0
169,169,0,10798183,0.5479511967052113,0.6697157007217407,0.9008,0
170,170,0,10877695,0.5467306590687145,0.6758352578163147,0.8956,0
171,171,0,10956944,0.548477792150324,0.6780283331871033,0.8974,0
172,172,0,11036091,0.5462153592889959,0.6822451753616333,0.8968,0
173,173,0,11116188,0.5464240706010298,0.6767679176330567,0.8962,0
174,174,0,11196833,0.5473203123612838,0.6810802654266357,0.8942,0
175,175,0,11276484,0.5472515037536622,0.6846387641906738,0.8922,0
176,176,0,11355600,0.546240873856978,0.6807534059524536,0.8922,0
177,177,0,11435850,0.5486392447731712,0.6816701566696167,0.8972,0
178,178,0,11516772,0.5457156433105469,0.6838165843963623,0.8918,0
179,179,0,11596854,0.5447963875510475,0.6883092106819153,0.8884,0
180,180,0,11676340,0.5473409371809526,0.6854745338439941,0.8918,0
181,181,0,11756516,0.5456794522372159,0.6888572877883911,0.8938,0
182,182,0,11836442,0.5440806460293857,0.6910378363609314,0.8848,0
183,183,0,11916055,0.5450943484913219,0.6770013214111328,0.8938,0
184,184,0,11995669,0.5466344092629173,0.675450358581543,0.8994,0
185,185,0,12075156,0.5424859067743475,0.6800039897918702,0.891,0
186,186,0,12156070,0.5435786097439853,0.6833342786788941,0.8938,0
187,187,0,12236510,0.5439108646046031,0.688446558189392,0.89,0
