,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy
0,0,0,62699,1.3635778709899546,0.07581421546936035,0.5928
1,1,0,125151,1.0967576419198235,0.06608730220794677,0.6956
2,2,0,187473,0.9837495066398798,0.060303596973419187,0.7472
3,3,0,250106,0.9165068554323773,0.057785618782043455,0.7626
4,4,0,312490,0.871476164252259,0.055378794860839846,0.7902
5,5,0,375072,0.842575061737105,0.05424964332580567,0.8006
6,6,0,437454,0.8175292333891225,0.05235783205032349,0.813
7,7,0,499990,0.7981776886208113,0.05155633125305176,0.8248
8,8,0,562389,0.7821490031342174,0.051056404781341554,0.8308
9,9,0,624997,0.7687346892301427,0.050178919219970704,0.8418
10,10,0,687554,0.7595293782478155,0.04988433294296265,0.8408
11,11,0,750108,0.7470300553843032,0.049044762325286866,0.8446
12,12,0,812518,0.7384455009948375,0.04893494596481323,0.8456
13,13,0,875106,0.7298716718374296,0.048834779262542725,0.8502
14,14,0,937705,0.7210831392643063,0.04742833833694458,0.859
15,15,0,1000251,0.7153525714264359,0.04801217861175537,0.8542
16,16,0,1062865,0.7095155140688253,0.04777547225952149,0.8554
17,17,0,1125480,0.7031245354996171,0.04678168954849243,0.863
18,18,0,1188195,0.6976306224978247,0.04682127199172974,0.863
19,19,0,1250385,0.6889404202616491,0.04637745370864868,0.8644
20,20,0,1312993,0.6850173331970393,0.045892743015289304,0.8714
21,21,0,1375395,0.6796912477460019,0.04555959815979004,0.8742
22,22,0,1438106,0.6779372349727986,0.046270161247253416,0.8698
23,23,0,1500546,0.6737303571645603,0.0457912504196167,0.8742
24,24,0,1562870,0.6687115800935168,0.04518857297897339,0.8758
25,25,0,1625263,0.6663699058599251,0.045004768657684324,0.8762
26,26,0,1687636,0.6631102324918259,0.04527067232131958,0.8752
27,27,0,1750065,0.6579735223637071,0.0453946590423584,0.8792
28,28,0,1812406,0.6544256357259528,0.04507652244567871,0.8808
29,29,0,1874805,0.6531515922657279,0.04517167854309082,0.877
30,30,0,1937236,0.6499914057033006,0.04478890504837036,0.88
31,31,0,1999800,0.6481356820394827,0.045217320919036866,0.883
32,32,0,2062176,0.6441371542076731,0.04480050678253174,0.883
33,33,0,2124549,0.6407610405323118,0.04467049026489258,0.8798
34,34,0,2187107,0.6405290623043859,0.044409661293029784,0.8872
35,35,0,2249527,0.6354398264441379,0.04462287302017212,0.8826
36,36,0,2312065,0.637355572678322,0.044668273258209226,0.8828
37,37,0,2374621,0.6338686392750851,0.044075742053985595,0.8846
38,38,0,2437429,0.6308033521785292,0.044625843143463136,0.8836
39,39,0,2499780,0.6296398994534514,0.044661571407318114,0.8882
40,40,0,2562234,0.6254595732966135,0.044386022758483884,0.8904
41,41,0,2624580,0.6257161814112996,0.04409203701019287,0.8878
42,42,0,2690026,0.621263805378315,0.0443169641494751,0.8836
43,43,0,2752739,0.621584885758023,0.04448090286254883,0.887
44,44,0,2815337,0.6200160191502682,0.043876443672180174,0.8898
45,45,0,2877904,0.6200300452321075,0.04409823293685913,0.8806
46,46,0,2940289,0.617540673045225,0.04422770471572876,0.8842
47,47,0,3002667,0.6160388640193052,0.044104400157928464,0.8846
48,48,0,3065033,0.6135386019252067,0.044328880977630616,0.8812
49,49,0,3127241,0.6135061313939649,0.04393844699859619,0.8844
50,50,0,3189621,0.6118658363819123,0.043981493473052975,0.8844
51,51,0,3252181,0.6087274629016255,0.04461727466583252,0.8856
52,52,0,3314794,0.6093836982582891,0.04436374654769897,0.8852
53,53,0,3377348,0.6090842241464659,0.04357923498153687,0.8856
54,54,0,3439751,0.603002652456594,0.04370614862442017,0.8906
55,55,0,3502508,0.6049806337023891,0.04367964906692505,0.891
56,56,0,3565076,0.6020645334277042,0.04396329164505005,0.889
57,57,0,3627455,0.6010782932126245,0.043202461528778074,0.8904
58,58,0,3689883,0.6022664167160212,0.04413807888031006,0.8802
59,59,0,3752457,0.6020415031632712,0.04375154209136963,0.888
60,60,0,3814860,0.5961282979610354,0.04331404781341553,0.892
61,61,0,3877219,0.5975016284820646,0.04393133249282837,0.8906
62,62,0,3939611,0.595871049858803,0.043969604778289796,0.891
63,63,0,4001958,0.5961147347161936,0.042982822704315186,0.8916
64,64,0,4064576,0.5939731769783553,0.043488785362243654,0.8936
65,65,0,4126937,0.5949723787085954,0.04366626176834106,0.8912
66,66,0,4189385,0.5935740512470866,0.043024240970611576,0.893
67,67,0,4252105,0.5901580592920613,0.043806493949890134,0.8904
68,68,0,4314499,0.5903011945791022,0.04265253257751465,0.8978
69,69,0,4377086,0.5899628169314806,0.04333178453445435,0.8976
70,70,0,4439447,0.5875657835672068,0.043637175559997556,0.8906
71,71,0,4501617,0.5892082247623177,0.042941032695770265,0.8932
72,72,0,4564027,0.5875492400901262,0.04308186292648315,0.8922
73,73,0,4626403,0.5868192014306091,0.04357037410736084,0.8904
74,74,0,4688970,0.587787991069084,0.04370873336791992,0.8904
75,75,0,4751536,0.5875502600226291,0.04358061990737915,0.889
76,76,0,4813954,0.5848140058129333,0.04395814895629883,0.8858
77,77,0,4876517,0.5831664251726727,0.0431382435798645,0.8916
78,78,0,4938681,0.5832205779330675,0.043327100086212156,0.89
79,79,0,5001081,0.5808051396247953,0.04249488048553467,0.8968
80,80,0,5063447,0.5806668409081392,0.042954575061798096,0.8964
81,81,0,5126261,0.5816734668820404,0.04303167734146118,0.8904
82,82,0,5189018,0.580548599708912,0.04313014154434204,0.893
83,83,0,5251428,0.5806909397590992,0.0432707857131958,0.8884
84,84,0,5313802,0.5788322138231854,0.04378111505508423,0.889
85,85,0,5376165,0.5774739081083342,0.04382124261856079,0.8912
86,86,0,5438767,0.5759606811889383,0.042657292747497556,0.8966
87,87,0,5501292,0.5759161258852759,0.043169805717468264,0.897
88,88,0,5606288,0.5774984029836433,0.043244472408294675,0.89
89,89,0,5668680,0.5753120038398477,0.04248549871444702,0.8994
90,90,0,5731263,0.574207260303719,0.04330368194580078,0.8932
91,91,0,5793862,0.5749959868054058,0.043593444061279296,0.8892
92,92,0,5856410,0.5753864403380904,0.04290381155014038,0.8916
93,93,0,5919020,0.5737420668435651,0.04289367914199829,0.8982
94,94,0,5981580,0.571857312806817,0.04290133218765259,0.8938
95,95,0,6044201,0.5734934701475987,0.04270659437179566,0.8962
96,96,0,6106730,0.5706107551275298,0.04297317094802856,0.8928
97,97,0,6169342,0.5713162253069323,0.04312477617263794,0.8934
98,98,0,6234433,0.5699700404045194,0.04244793186187744,0.8982
99,99,0,6300677,0.5707554455413375,0.042337951755523684,0.8962
100,100,0,6365483,0.5702535363130792,0.04307726469039917,0.8958
101,101,0,6430714,0.5676525394583858,0.04376924495697022,0.8928
102,102,0,6496651,0.5687358563722567,0.043361314487457274,0.8908
103,103,0,6562604,0.5700627749742464,0.04262168674468994,0.8992
104,104,0,6626615,0.5668200219786445,0.04302778720855713,0.8986
105,105,0,6691182,0.5677307209303213,0.04252018156051636,0.9006
106,106,0,6754978,0.5692790335000948,0.042688187885284425,0.902
107,107,0,6818532,0.5670589369396831,0.04296516618728638,0.897
108,108,0,6883121,0.5649987069673317,0.043480446434021,0.8898
109,109,0,6946513,0.5639938462612241,0.04294109764099121,0.8992
110,110,0,7010066,0.5649701530157134,0.04287242927551269,0.8962
111,111,0,7074479,0.563679319481517,0.043417857646942136,0.8926
112,112,0,7138076,0.5637733002041662,0.04338586835861206,0.89
113,113,0,7201598,0.5644175199575202,0.043293909740448,0.892
114,114,0,7265377,0.5643103548260622,0.042221597671508786,0.8974
115,115,0,7328952,0.5623338072798972,0.042923817539215085,0.8934
116,116,0,7394048,0.5645811843317609,0.0428144983291626,0.8984
117,117,0,7458384,0.5622244642224423,0.0423965838432312,0.9016
118,118,0,7521719,0.561631400571313,0.04271287908554077,0.8978
119,119,0,7586472,0.5586606965508571,0.0422394458770752,0.8978
120,120,0,7652352,0.562540278601092,0.04295610408782959,0.8934
121,121,0,7718526,0.5636520409999892,0.04335304098129272,0.8902
122,122,0,7785252,0.5614381712536479,0.043136872482299804,0.8892
123,123,0,7850094,0.5621489774349124,0.04326847858428955,0.8954
124,124,0,7914865,0.5592444770557936,0.041960705184936525,0.905
125,125,0,7979630,0.56063444260941,0.042833129787445065,0.898
126,126,0,8044428,0.5614503573539645,0.04327318687438965,0.894
127,127,0,8109390,0.5616671767345695,0.04278912763595581,0.8996
128,128,0,8173803,0.5589755316113316,0.042785579681396485,0.903
129,129,0,8238340,0.560324866134067,0.042704409503936766,0.8958
130,130,0,8302953,0.5586107747499333,0.04257264986038208,0.8978
131,131,0,8367298,0.5569243277921233,0.042816282653808595,0.8942
132,132,0,8431698,0.5582652359507805,0.042898129749298096,0.8932
133,133,0,8496049,0.5576143357642861,0.04231495122909546,0.899
134,134,0,8560276,0.5579997955366622,0.043185848140716555,0.8926
135,135,0,8624694,0.5570533232633458,0.04272871150970459,0.8974
136,136,0,8688807,0.5568905113741409,0.04290159778594971,0.9004
137,137,0,8753162,0.5560417850350224,0.04245209197998047,0.8974
138,138,0,8817146,0.5540947657684947,0.04243428831100464,0.9018
139,139,0,8884077,0.5553064008091771,0.04301482515335083,0.894
140,140,0,8952617,0.5556046800557957,0.04346501216888428,0.8892
141,141,0,9018152,0.5556744687779005,0.04332297563552857,0.8938
142,142,0,9087392,0.5553474620331166,0.04313522882461548,0.8922
143,143,0,9157252,0.5546014120412427,0.04221829719543457,0.9032
144,144,0,9223056,0.5533561968526175,0.042633537006378175,0.8944
145,145,0,9287852,0.5532158304092496,0.042523329639434816,0.8988
146,146,0,9352435,0.5551996914453284,0.04276237459182739,0.896
147,147,0,9416974,0.5526102235843969,0.04257261562347412,0.8972
148,148,0,9481589,0.5515575054079987,0.042616517066955566,0.898
149,149,0,9547736,0.5549961126127908,0.04258029279708862,0.8982
150,150,0,9615610,0.5536665716836618,0.042844441223144535,0.8928
151,151,0,9680560,0.5518387838851574,0.04226169872283936,0.899
152,152,0,9745306,0.5509755012600921,0.04272838649749756,0.8966
153,153,0,9810082,0.5542501813450526,0.0425283842086792,0.8982
154,154,0,9876113,0.5548557352188022,0.04254273710250855,0.899
155,155,0,9940867,0.5524620330610941,0.04234951601028442,0.9016
156,156,0,10005465,0.5532622972200083,0.04295670900344849,0.8972
157,157,0,10069991,0.5496237241944602,0.04210384187698364,0.9018
158,158,0,10137337,0.5512821706921556,0.04272593612670898,0.9014
159,159,0,10204252,0.5522650861462881,0.04269417352676392,0.8978
160,160,0,10272175,0.5497257132862889,0.042146923732757566,0.9022
161,161,0,10339072,0.5481894759937774,0.04279057531356811,0.8932
162,162,0,10404645,0.551178117131078,0.04218965873718262,0.9008
163,163,0,10473359,0.5509857978238616,0.041749462127685544,0.9054
164,164,0,10538292,0.5492403584857319,0.04262234334945679,0.9008
165,165,0,10604261,0.5513477315043294,0.04298324012756348,0.8944
166,166,0,10669020,0.5492897726768671,0.04329485387802124,0.8954
167,167,0,10733785,0.5473951448534811,0.0429282808303833,0.8946
168,168,0,10799491,0.5498029419156008,0.04295713796615601,0.896
169,169,0,10864437,0.5509739915991938,0.042402524757385256,0.9004
170,170,0,10929355,0.5486894600613172,0.04285983142852783,0.8974
171,171,0,10993959,0.5468852972568468,0.04268506832122803,0.8934
172,172,0,11058711,0.5488157675016758,0.04288372688293457,0.8988
173,173,0,11123118,0.5480926043765489,0.0431306529045105,0.8964
174,174,0,11188525,0.549687283953955,0.04199712734222412,0.8992
175,175,0,11253852,0.547482724106589,0.04219806718826294,0.9012
176,176,0,11318238,0.5487333236045615,0.04295925531387329,0.8918
177,177,0,11384625,0.548502888235935,0.042483007526397706,0.8984
178,178,0,11450187,0.547753350055495,0.042341054821014405,0.8988
179,179,0,11514763,0.5486537359481634,0.04218883123397827,0.9026
180,180,0,11579130,0.5481970916653789,0.04306475009918213,0.8956
181,181,0,11643351,0.5466741258321807,0.04241722555160522,0.9002
