,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm_over_biasnorm
0,0,0,28048,31.150758974202475,14.563432312011718,0.0,0
1,1,0,49636,12.326153574625652,13.036585388183594,0.0,0
2,2,0,71361,11.52412391052246,12.72640517578125,0.0,0
3,3,0,98584,11.239077112833659,12.537381677246094,0.0,0
4,4,0,120580,11.107131293741862,12.43648251953125,0.0,0
5,5,0,142240,11.064526333618163,12.458324658203125,0.0,0
6,6,0,168464,10.991311163330078,12.41088623046875,0.0,0
7,7,0,192098,10.965241698201497,12.507144262695313,0.0,0
8,8,0,213962,10.908490990193686,12.449445916748047,0.0,0
9,9,0,238453,10.904840265909831,12.350788635253906,0.0,0
10,10,0,263494,10.846386654663085,12.186345123291016,0.0,0
11,11,0,285570,10.815233193969727,12.214407940673828,0.0,0
12,12,0,308838,10.799060860188803,12.121634979248046,0.0,0
13,13,0,335435,10.78343010965983,12.188766674804688,0.0,0
14,14,0,357363,10.7521136525472,12.168538159179688,0.0,0
15,15,0,379325,10.74721057027181,12.263817022705078,0.0,0
16,16,0,406713,10.72499376525879,12.270921716308594,0.0,0
17,17,0,428923,10.71637834370931,12.089176977539063,0.0,0
18,18,0,450324,10.70305750732422,12.045595379638671,0.0,0
19,19,0,478299,10.687675816853842,12.230964135742187,0.0,0
20,20,0,500185,10.686827825927734,12.277940283203124,0.0,0
21,21,0,522260,10.677854074096679,12.135503540039062,0.0,0
22,22,0,548755,10.662691357421876,12.036868536376954,0.0,0
23,23,0,571813,10.644832628377278,12.144948571777343,0.0,0
24,24,0,593538,10.615592362467448,11.935367266845702,0.0,0
25,25,0,618411,10.541446587117512,11.887959161376953,0.0,0
26,26,0,643124,10.521951981608073,11.957985327148437,0.0,0
27,27,0,664990,10.4992658589681,12.040414581298828,0.0,0
28,28,0,688562,10.46328041381836,11.91442861328125,0.0,0
29,29,0,714400,10.481207438151042,11.869509490966797,0.0,0
30,30,0,736253,10.447833868408203,11.82378150024414,0.0,0
31,31,0,758495,10.473186170450846,11.880675109863281,0.0,0
32,32,0,785963,10.428164169311524,11.758865173339844,0.0,0
33,33,0,807749,10.444450030517578,11.788735772705078,0.0,0
34,34,0,829220,10.39229938252767,11.855455548095703,0.0,0
35,35,0,857307,10.364953612263998,11.852376458740235,0.0,0
36,36,0,878736,10.386909008789063,11.832700042724609,0.0,0
37,37,0,900444,10.346217061360678,11.892433459472656,0.0,0
38,38,0,926928,10.331571440633137,11.669561199951172,0.0,0
39,39,0,949730,10.326758673095704,11.792902349853515,0.0,0
40,40,0,971727,10.342653770955403,11.711157470703125,0.0,0
41,41,0,996674,10.315746820068359,11.667798565673829,0.0,0
42,42,0,1020781,10.27864489847819,11.778804663085937,0.0,0
43,43,0,1042500,10.270941647338867,11.693201007080079,0.0,0
44,44,0,1066154,10.254815864054361,11.646786700439453,0.0,0
45,45,0,1091809,10.23793461710612,11.765874841308595,0.0,0
46,46,0,1113691,10.213769043986003,11.713809234619141,0.0,0
47,47,0,1135590,10.248208605957032,11.646019104003907,0.0,0
48,48,0,1162766,10.237640521240234,11.809768878173829,0.0,0
49,49,0,1184750,10.215491049194336,11.538818835449218,0.0,0
50,50,0,1206200,10.226189244588216,11.574818237304687,0.0,0
51,51,0,1234137,10.187462223307291,11.598629486083984,0.0,0
52,52,0,1255712,10.210116803995769,11.72357035522461,0.0,0
53,53,0,1277536,10.172930750528971,11.580867565917968,0.0,0
54,54,0,1304184,10.160583861287435,11.63016107788086,0.0,0
55,55,0,1327319,10.158107274373373,11.63282247314453,0.0,0
56,56,0,1349148,10.165912511189779,11.74445341796875,0.0,0
57,57,0,1373917,10.128197325642903,11.58306884765625,0.0,0
58,58,0,1398327,10.131197899373372,11.56260747680664,0.0,0
59,59,0,1420332,10.121971595255534,11.619516467285155,0.0,0
60,60,0,1443920,10.106433754475912,11.453188232421875,0.0,0
61,61,0,1469423,10.110583705647786,11.657126556396484,0.0,0
62,62,0,1491219,10.111561946614584,11.585054901123048,0.0,0
63,63,0,1513299,10.101476985677083,11.53225689086914,0.0,0
64,64,0,1540828,10.095060386149088,11.47145640258789,0.0,0
65,65,0,1562653,10.116702224731446,11.593922045898438,0.0,0
66,66,0,1584152,10.07125821431478,11.583219152832031,0.0,0
67,67,0,1612111,10.070353815714519,11.555068542480468,0.0,0
68,68,0,1633669,10.077169651285807,11.65079771118164,0.0,0
69,69,0,1655505,10.069160608927408,11.59555239868164,0.0,0
70,70,0,1681795,10.056464473470053,11.405309069824218,0.0,0
71,71,0,1704936,10.059403157552083,11.564471203613282,0.0,0
72,72,0,1726928,10.036328990681966,11.567435321044922,0.0,0
73,73,0,1751913,10.03750724995931,11.699944604492188,0.0,0
74,74,0,1776071,10.035945866902669,11.433085424804688,0.0,0
75,75,0,1797946,10.017212973022461,11.547761071777344,0.0,0
76,76,0,1821316,10.02309211730957,11.561036822509765,0.0,0
77,77,0,1847175,10.016705401611327,11.45686629638672,0.0,0
78,78,0,1868960,10.01635619506836,11.579033056640625,0.0,0
79,79,0,1890868,10.010966130574545,11.42289780883789,0.0,0
80,80,0,1918040,10.010948091634114,11.474483459472657,0.0,0
81,81,0,1940104,9.99792498474121,11.427448217773437,0.0,0
82,82,0,1961454,9.996759099324544,11.405001831054687,0.0,0
83,83,0,1989328,9.995082454427083,11.411424822998047,0.0,0
84,84,0,2010715,9.996889612833659,11.378893676757812,0.0,0
85,85,0,2032582,9.995163024902343,11.450549194335938,0.0,0
86,86,0,2058801,9.9931174407959,11.541611169433594,0.0,0
87,87,0,2082045,9.962054619344075,11.456179602050781,0.0,0
88,88,0,2103879,9.978902520751953,11.430689184570312,0.0,0
89,89,0,2128558,9.99410364074707,11.443915447998046,0.0,0
90,90,0,2152902,9.962792826334635,11.406665533447265,0.0,0
91,91,0,2174787,9.956086475626627,11.496005377197266,0.0,0
92,92,0,2198025,9.953474692789714,11.432848223876952,0.0,0
93,93,0,2223814,9.944522379557291,11.420620434570312,0.0,0
94,94,0,2245676,9.95632204691569,11.698978173828126,0.0,0
95,95,0,2267413,9.971189333089193,11.39055044555664,0.0,0
96,96,0,2295181,9.962583290608723,11.373145452880859,0.0,0
97,97,0,2317495,9.950181869506835,11.482590008544921,0.0,0
98,98,0,2339205,9.933989892578126,11.300469073486328,0.0,0
99,99,0,2367180,9.96582754720052,11.404499096679688,0.0,0
