,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,18598,37.728354146321614,19.75336075439453,0.0,1.5657145977020264,1.2690925598144531
1,1,0,37150,17.682238728841146,15.66503485107422,0.0,1.558943510055542,1.942729115486145
2,2,0,55673,15.41270136311849,14.84765233154297,0.0,1.5642107725143433,2.4434518814086914
3,3,0,74237,14.63799330851237,13.998988293457032,0.0,1.522999882698059,2.876516103744507
4,4,0,92715,14.257417946370444,13.790257580566406,0.0,1.4962915182113647,3.1829237937927246
5,5,0,111534,14.033537860107423,13.498538891601562,0.0,1.4996769428253174,3.3701260089874268
6,6,0,130038,13.897949096679687,13.596660534667969,0.0,1.4808424711227417,3.534658432006836
7,7,0,148472,13.751288529459636,13.367533422851562,0.0,1.4567270278930664,3.6933369636535645
8,8,0,166884,13.66706147664388,13.231221124267577,0.0,1.4466707706451416,3.813242197036743
9,9,0,185290,13.602058164469401,13.07398720703125,0.0,1.454797387123108,3.8839261531829834
10,10,0,203942,13.50766000366211,13.070613073730469,0.0,1.4467839002609253,3.974475145339966
11,11,0,222577,13.47800117594401,13.016395196533203,0.0,1.454490065574646,4.022249698638916
12,12,0,241058,13.441544244384765,13.005280834960937,0.0,1.4398705959320068,4.0477471351623535
13,13,0,259604,13.395497690836589,12.890680700683594,0.0,1.4558924436569214,4.077846527099609
14,14,0,278055,13.354284995524088,12.953643231201172,0.0,1.449764370918274,4.112464904785156
15,15,0,296556,13.303026247151692,12.775832727050782,0.0,1.4566550254821777,4.113651275634766
16,16,0,315124,13.165861763509115,12.674403552246094,0.0,1.4605120420455933,4.119627475738525
17,17,0,333594,13.008896225992839,12.569445916748046,0.0,1.4815559387207031,4.121580123901367
18,18,0,352268,12.887516534423828,12.462309381103516,0.0,1.4827739000320435,4.121508598327637
19,19,0,370741,12.824273858642577,12.423104150390625,0.0,1.478898048400879,4.140862464904785
20,20,0,389268,12.804005676269531,12.330771893310548,0.0,1.5015525817871094,4.1267499923706055
