,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,21355,25.08463473510742,18.650072204589843,0.0,1.4878084659576416,0.5200188159942627
1,1,0,42841,16.67751012166341,16.473731701660157,0.0,1.7955042123794556,0.6333922743797302
2,2,0,63934,15.962771944173177,16.227529626464843,0.0,2.048827886581421,0.7436642050743103
3,3,0,84763,15.431296443684897,15.956990588378906,0.0,2.2797343730926514,0.8575210571289062
4,4,0,105958,15.180688120524088,15.708258935546874,0.0,2.480048894882202,0.965329647064209
5,5,0,126871,14.788823616536458,15.130070104980469,0.0,2.672919988632202,1.0685689449310303
6,6,0,148095,14.622942185465496,15.254269055175781,0.0,2.857417345046997,1.1582489013671875
7,7,0,169143,14.417612017822266,14.707273205566405,0.0,3.024742603302002,1.2335103750228882
8,8,0,190033,14.306288346354167,14.9956701171875,0.0,3.198690176010132,1.313991904258728
9,9,0,210946,14.118728385416667,14.90074044189453,0.0,3.36772084236145,1.3925904035568237
10,10,0,232134,14.118511669921874,14.807885522460937,0.0,3.5181164741516113,1.4664316177368164
11,11,0,253345,14.006045161946615,14.644418981933594,0.0,3.665825605392456,1.5332354307174683
12,12,0,274566,13.950330047607421,14.93175382080078,0.0,3.8150765895843506,1.6071709394454956
13,13,0,295985,13.8774021484375,15.005517785644532,0.0,3.953817129135132,1.6753672361373901
14,14,0,317213,13.781241375732423,14.863591345214843,0.0,4.0885539054870605,1.750095009803772
15,15,0,339209,13.739483955891927,14.45942646484375,0.0,4.223390102386475,1.8151333332061768
16,16,0,362704,13.747213291422526,14.830396752929687,0.0,4.349058628082275,1.8840553760528564
17,17,0,385785,13.675387048339843,14.271124975585938,0.0,4.472152233123779,1.9477258920669556
18,18,0,408522,13.621047521972656,14.622593212890624,0.0,4.586413860321045,2.0115087032318115
19,19,0,430977,13.628314029947918,14.692176672363281,0.0,4.712733745574951,2.076361656188965
20,20,0,452635,13.55638705444336,14.256511254882813,0.0,4.826820373535156,2.129812240600586
21,21,0,474594,13.573245845540365,14.562039343261718,0.0,4.931535720825195,2.183124303817749
22,22,0,495981,13.471174979654949,14.307858203125,0.0,5.045956611633301,2.2459912300109863
23,23,0,517537,13.49619618733724,14.067239221191405,0.0,5.151493549346924,2.301036834716797
24,24,0,539382,13.46358095703125,14.30144237060547,0.0,5.254554271697998,2.3572959899902344
25,25,0,563317,13.48418584391276,14.415181311035155,0.0,5.360473155975342,2.4133925437927246
26,26,0,589273,13.473682442220053,14.341462817382812,0.0,5.467538356781006,2.464567184448242
27,27,0,612780,13.450374924723308,14.64736015625,0.0,5.5644121170043945,2.5145552158355713
28,28,0,635249,13.437104571533203,14.131252783203125,0.0,5.660350799560547,2.5606536865234375
29,29,0,659894,13.356865865071615,14.28593699951172,0.0,5.754868507385254,2.607452392578125
30,30,0,683642,13.377601649983724,14.146288330078125,0.0,5.8566694259643555,2.6509995460510254
31,31,0,706216,13.356034895833334,14.492494653320312,0.0,5.955000877380371,2.6997032165527344
32,32,0,728363,13.345347001139324,14.09388634033203,0.0,6.048863887786865,2.741386651992798
33,33,0,750005,13.345140911865235,13.958846484375,0.0,6.142151355743408,2.7828500270843506
34,34,0,771947,13.282685060628255,14.362484204101563,0.0,6.228641033172607,2.8277370929718018
35,35,0,793678,13.292728627522786,14.077300659179688,0.0,6.315606594085693,2.866929054260254
36,36,0,815692,13.26276728515625,14.158813098144531,0.0,6.407280921936035,2.9010143280029297
37,37,0,837810,13.236367732747397,14.053833239746094,0.0,6.4977312088012695,2.9394214153289795
38,38,0,859344,13.220476983642579,14.182325952148437,0.0,6.585415840148926,2.9768753051757812
39,39,0,881189,13.176720286051433,14.025831188964844,0.0,6.669996738433838,3.0175678730010986
40,40,0,903231,13.22454780069987,13.938165551757812,0.0,6.756759166717529,3.0526480674743652
41,41,0,924148,13.219272314453125,14.030212170410156,0.0,6.837144374847412,3.0877468585968018
42,42,0,945377,13.171439811197917,13.878094897460938,0.0,6.918521404266357,3.128568649291992
43,43,0,966114,13.152372717285155,13.986210070800782,0.0,6.999072551727295,3.166801929473877
44,44,0,986917,13.071946604410808,13.720406872558593,0.0,7.073573589324951,3.201836347579956
45,45,0,1007771,13.145926867675781,13.727279272460937,0.0,7.15089750289917,3.2328312397003174
46,46,0,1032050,13.145391864013671,14.117646948242188,0.0,7.2284746170043945,3.2641868591308594
47,47,0,1055469,13.139803993733723,13.846216784667968,0.0,7.308023929595947,3.2988579273223877
48,48,0,1078037,13.132969736735026,13.914375390625,0.0,7.384807109832764,3.3290696144104004
