,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,11247,0.5333925278981527,0.5391886711120606,0.0,0.28938016295433044,0.39478808641433716
1,1,0,22515,0.5300741799672445,0.5341084098815918,0.0,0.2962060570716858,0.39575260877609253
2,2,0,33697,0.5212620989481608,0.5261973667144776,0.0,0.3018522262573242,0.3962652087211609
3,3,0,44875,0.5143664455413819,0.5210557556152344,0.0,0.3068251311779022,0.39777010679244995
4,4,0,56099,0.5086403242746989,0.5115628910064697,0.0,0.31290096044540405,0.39918607473373413
5,5,0,67327,0.4957641919453939,0.4988177013397217,0.0,0.32418927550315857,0.4017673134803772
6,6,0,78553,0.48234373092651367,0.49085832595825196,0.0,0.336590051651001,0.4029974937438965
7,7,0,89684,0.4755167198181152,0.47976192474365237,0.0,0.34932011365890503,0.4054145812988281
8,8,0,100839,0.4602313677469889,0.4469830226898193,0.0,0.35956665873527527,0.4060438871383667
9,9,0,111987,0.44063016573588054,0.4366405487060547,0.0,0.37184208631515503,0.4075244665145874
10,10,0,123171,0.41248782793680827,0.4056384563446045,0.0,0.3882848024368286,0.4103648364543915
11,11,0,134386,0.3902765369415283,0.38557692527771,0.0,0.41001924872398376,0.4124554395675659
12,12,0,146465,0.36164598147074384,0.35004923820495604,0.0,0.4367184042930603,0.4174599051475525
13,13,0,158345,0.3321543343861898,0.3216558456420898,0.0,0.46623945236206055,0.42167171835899353
14,14,0,170011,0.3042249377568563,0.2926044034957886,0.0,0.5033714175224304,0.42755383253097534
15,15,0,181259,0.28025696595509847,0.26563659191131594,0.0,0.5404554605484009,0.43476828932762146
16,16,0,192470,0.25845844904581705,0.24471768379211425,0.0,0.5662517547607422,0.43863654136657715
17,17,0,203695,0.24800418694814047,0.2341827344894409,0.0,0.5869256258010864,0.44214683771133423
18,18,0,214886,0.22908185482025145,0.21957723617553712,0.0,0.6041309833526611,0.4444398581981659
19,19,0,226119,0.21544285933176677,0.2246113920211792,0.0,0.6234533786773682,0.447530597448349
