,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,11251,0.5335908635457357,0.5404341506958008,0.0,0.2757723033428192,0.2575221061706543
1,1,0,23255,0.5343803469340006,0.5411023998260498,0.0,0.274162620306015,0.25603678822517395
2,2,0,35211,0.5327441469828288,0.5367735576629639,0.0,0.27797186374664307,0.2542552351951599
3,3,0,46912,0.5286647733052572,0.5345627880096435,0.0,0.2913007438182831,0.2504006028175354
4,4,0,59878,0.5261153856913249,0.5308284187316894,0.0,0.3197396993637085,0.2448408007621765
5,5,0,72891,0.5229999574025472,0.5214505100250244,0.0,0.3563389480113983,0.2362230271100998
6,6,0,85475,0.5120089880625407,0.5146775817871094,0.0,0.42213505506515503,0.2262660562992096
7,7,0,97035,0.49265423774719236,0.48798313140869143,0.0,0.4412773549556732,0.1962113380432129
8,8,0,108251,0.4635171095530192,0.47258472442626953,0.0,0.4726483225822449,0.172679603099823
9,9,0,119825,0.43845701217651367,0.45213006019592283,0.0,0.5167991518974304,0.21212059259414673
10,10,0,131582,0.41068161964416505,0.41642231941223146,0.0,0.5578728318214417,0.24919283390045166
11,11,0,142990,0.384330628712972,0.4077932929992676,0.0,0.6063984632492065,0.29154229164123535
12,12,0,154349,0.3733235104878743,0.38404900550842286,0.0,0.6265413165092468,0.31446564197540283
13,13,0,165739,0.3853222942352295,0.38805217742919923,0.0,0.6345243453979492,0.31974923610687256
14,14,0,177478,0.357407439549764,0.3735209465026855,0.0,0.6273724436759949,0.3204975128173828
15,15,0,188857,0.3535890563329061,0.3842823219299316,0.0,0.6201046705245972,0.31140580773353577
16,16,0,200217,0.35772323290506997,0.364584846496582,0.0,0.606350302696228,0.30531397461891174
17,17,0,211911,0.34498523076375326,0.36764370918273925,0.0,0.6020732522010803,0.3018593192100525
18,18,0,223240,0.33943761030832925,0.3748574638366699,0.0,0.600839376449585,0.3042354881763458
19,19,0,235330,0.3384660180409749,0.34219139099121093,0.0,0.5978685617446899,0.30896323919296265
