,epoch,batch,time_stamp,train_loss,val_loss,val_accuracy,resqu_weightnorm,resqu_biasnorm
0,0,0,18835,35.63094666137695,16.203752941894532,0.0,0.0,0.0
1,1,0,36953,14.804505251057943,13.534761267089843,0.0,0.0,0.0
2,2,0,55199,13.71988104654948,13.105298901367188,0.0,0.0,0.0
3,3,0,78416,13.416528725179036,12.964290075683595,0.0,0.0,0.0
4,4,0,122789,13.25871757405599,12.773333874511719,0.0,0.0,0.0
5,5,0,157914,13.122772880045574,12.626712567138672,0.0,0.0,0.0
6,6,0,176845,12.985753326416015,12.519670147705078,0.0,0.0,0.0
7,7,0,195761,12.904693050130208,12.474837579345703,0.0,0.0,0.0
8,8,0,214821,12.824528110758463,12.388152899169922,0.0,0.0,0.0
9,9,0,233789,12.767233441162109,12.342175323486329,0.0,0.0,0.0
10,10,0,252869,12.712611700439453,12.307138464355468,0.0,0.0,0.0
11,11,0,272021,12.693610135904947,12.320771258544921,0.0,0.0,0.0
12,12,0,291333,12.66592589111328,12.266610711669921,0.0,0.0,0.0
13,13,0,310459,12.646953759765625,12.242833862304687,0.0,0.0,0.0
14,14,0,329441,12.604024896240235,12.276649645996093,0.0,0.0,0.0
15,15,0,348899,12.579875626627604,12.250134051513673,0.0,0.0,0.0
16,16,0,367983,12.56444903564453,12.246492883300782,0.0,0.0,0.0
17,17,0,387271,12.563983791097005,12.215672253417969,0.0,0.0,0.0
18,18,0,406345,12.555607248942056,12.167752111816407,0.0,0.0,0.0
19,19,0,425651,12.524496496582032,12.159801165771484,0.0,0.0,0.0
20,20,0,444923,12.519545829264324,12.165126879882813,0.0,0.0,0.0
21,21,0,464358,12.499429630533854,12.135524871826172,0.0,0.0,0.0
22,22,0,483718,12.464770823160807,12.101919909667968,0.0,0.0,0.0
23,23,0,502936,12.46125429280599,12.122027130126954,0.0,0.0,0.0
24,24,0,522302,12.451306520589192,12.090093176269532,0.0,0.0,0.0
25,25,0,541787,12.451877095540365,12.052757946777344,0.0,0.0,0.0
26,26,0,560944,12.430927026367188,12.088378564453125,0.0,0.0,0.0
27,27,0,580096,12.429386342366536,12.053925482177734,0.0,0.0,0.0
28,28,0,599352,12.416002705891927,12.006094482421876,0.0,0.0,0.0
29,29,0,618508,12.270366880289714,11.77321557006836,0.0,0.0,0.0
30,30,0,637718,12.068915022786458,11.666353515625,0.0,0.0,0.0
31,31,0,657008,12.01443985188802,11.609565808105469,0.0,0.0,0.0
